RowNumber,CustomerId,Surname,Gender,Age,Balance,EstimatedSalary,ProductName,ProductType,DownLimit
729,15654238,Jen,Female,40,137494.28,81753.92,Guang Da Currency Fund B,Currency Fund,16500
729,15654238,Jen,Female,40,137494.28,81753.92,Zhong Xin Medical Insurance B,Medical Insurance,39000
729,15654238,Jen,Female,40,137494.28,81753.92,Guang Da Stock Fund C,Stock Fund,70000
729,15654238,Jen,Female,40,137494.28,81753.92,Chong Qing Debenture B,Debenture,84000
521,15671256,Macartney,Female,35,211774.31,188574.12,Ping An Currency Fund A,Currency Fund,12000
521,15671256,Macartney,Female,35,211774.31,188574.12,Gong Shang Medical Insurance A,Medical Insurance,35000
521,15671256,Macartney,Female,35,211774.31,188574.12,Gong Shang Stock Fund A,Stock Fund,59000
521,15671256,Macartney,Female,35,211774.31,188574.12,Xing Ye Debenture A,Debenture,80000
9630,15601977,Burgoyne,Male,44,121250.04,79691.4,Ping An Currency Fund A,Currency Fund,12000
9630,15601977,Burgoyne,Male,44,121250.04,79691.4,Zhong Xin Medical Insurance B,Medical Insurance,39000
9630,15601977,Burgoyne,Male,44,121250.04,79691.4,Nong Ye Stock Fund B,Stock Fund,64000
9630,15601977,Burgoyne,Male,44,121250.04,79691.4,Chong Qing Debenture B,Debenture,84000
7794,15798885,Burns,Male,56,138227.19,55287.84,Guang Da Currency Fund B,Currency Fund,16500
7794,15798885,Burns,Male,56,138227.19,55287.84,Zhong Xin Medical Insurance B,Medical Insurance,39000
7794,15798885,Burns,Male,56,138227.19,55287.84,Gong Shang Stock Fund A,Stock Fund,59000
7794,15798885,Burns,Male,56,138227.19,55287.84,Xing Ye Debenture A,Debenture,80000
4840,15649150,Buddicom,Female,53,127642.44,141501.45,Guang Da Currency Fund B,Currency Fund,16500
4840,15649150,Buddicom,Female,53,127642.44,141501.45,Hua Xia Accidental Insurance A,Accidental Insurance,36000
4840,15649150,Buddicom,Female,53,127642.44,141501.45,Gong Shang Stock Fund A,Stock Fund,59000
4840,15649150,Buddicom,Female,53,127642.44,141501.45,Zhong Xin Debenture C,Debenture,89000
1817,15752816,Murray,Male,29,114590.58,75585.48,Ping An Currency Fund A,Currency Fund,12000
1817,15752816,Murray,Male,29,114590.58,75585.48,Gong Shang Medical Insurance A,Medical Insurance,35000
1817,15752816,Murray,Male,29,114590.58,75585.48,Gong Shang Stock Fund A,Stock Fund,59000
1817,15752816,Murray,Male,29,114590.58,75585.48,Xing Ye Debenture A,Debenture,80000
1594,15741728,Atkins,Male,36,135216.8,122022.89,Guang Da Currency Fund B,Currency Fund,16500
1594,15741728,Atkins,Male,36,135216.8,122022.89,Jian She Accidental Insurance B,Accidental Insurance,39000
1594,15741728,Atkins,Male,36,135216.8,122022.89,Guang Da Stock Fund C,Stock Fund,70000
1594,15741728,Atkins,Male,36,135216.8,122022.89,Zhong Xin Debenture C,Debenture,89000
7281,15611973,Tuan,Male,55,0,118752.6,Ping An Currency Fund A,Currency Fund,12000
703,15603436,Savage,Female,49,126615.94,123214.74,Guang Da Currency Fund B,Currency Fund,16500
703,15603436,Savage,Female,49,126615.94,123214.74,Jian She Accidental Insurance B,Accidental Insurance,39000
703,15603436,Savage,Female,49,126615.94,123214.74,Guang Da Stock Fund C,Stock Fund,70000
703,15603436,Savage,Female,49,126615.94,123214.74,Chong Qing Debenture B,Debenture,84000
4711,15685653,Benson,Female,40,162261.01,137028.51,Zhao Shang Currency Fund C,Currency Fund,20000
4711,15685653,Benson,Female,40,162261.01,137028.51,Jian She Accidental Insurance B,Accidental Insurance,39000
4711,15685653,Benson,Female,40,162261.01,137028.51,Guang Da Stock Fund C,Stock Fund,70000
4711,15685653,Benson,Female,40,162261.01,137028.51,Xing Ye Debenture A,Debenture,80000
8439,15692142,Rogova,Female,48,105086.74,180344.69,Ping An Currency Fund A,Currency Fund,12000
8439,15692142,Rogova,Female,48,105086.74,180344.69,Nong Ye Accidental Insurance C,Accidental Insurance,42000
8439,15692142,Rogova,Female,48,105086.74,180344.69,Gong Shang Stock Fund A,Stock Fund,59000
8439,15692142,Rogova,Female,48,105086.74,180344.69,Xing Ye Debenture A,Debenture,80000
7802,15798844,Chijindum,Male,54,128914.97,191746.23,Zhao Shang Currency Fund C,Currency Fund,20000
7802,15798844,Chijindum,Male,54,128914.97,191746.23,Hua Xia Accidental Insurance A,Accidental Insurance,36000
7802,15798844,Chijindum,Male,54,128914.97,191746.23,Gong Shang Stock Fund A,Stock Fund,59000
7802,15798844,Chijindum,Male,54,128914.97,191746.23,Zhong Xin Debenture C,Debenture,89000
9710,15682839,Genovesi,Female,57,137936.94,84475.13,Zhao Shang Currency Fund C,Currency Fund,20000
9710,15682839,Genovesi,Female,57,137936.94,84475.13,Ping An Medical Insurance C,Medical Insurance,44000
9710,15682839,Genovesi,Female,57,137936.94,84475.13,Gong Shang Stock Fund A,Stock Fund,59000
9710,15682839,Genovesi,Female,57,137936.94,84475.13,Zhong Xin Debenture C,Debenture,89000
5415,15600357,Findlay,Female,40,140197.71,150720.39,Guang Da Currency Fund B,Currency Fund,16500
5415,15600357,Findlay,Female,40,140197.71,150720.39,Nong Ye Accidental Insurance C,Accidental Insurance,42000
5415,15600357,Findlay,Female,40,140197.71,150720.39,Nong Ye Stock Fund B,Stock Fund,64000
5415,15600357,Findlay,Female,40,140197.71,150720.39,Zhong Xin Debenture C,Debenture,89000
7323,15721507,Pagan,Female,32,117094.02,149558.83,Zhao Shang Currency Fund C,Currency Fund,20000
7323,15721507,Pagan,Female,32,117094.02,149558.83,Ping An Medical Insurance C,Medical Insurance,44000
7323,15721507,Pagan,Female,32,117094.02,149558.83,Gong Shang Stock Fund A,Stock Fund,59000
7323,15721507,Pagan,Female,32,117094.02,149558.83,Zhong Xin Debenture C,Debenture,89000
3521,15569248,Milanesi,Female,43,0,149629.13,Guang Da Currency Fund B,Currency Fund,16500
3521,15569248,Milanesi,Female,43,0,149629.13,Gong Shang Medical Insurance A,Medical Insurance,35000
6250,15806486,Cunningham,Female,48,0,149772.61,Ping An Currency Fund A,Currency Fund,12000
6250,15806486,Cunningham,Female,48,0,149772.61,Gong Shang Medical Insurance A,Medical Insurance,35000
5490,15703778,Hughes,Male,33,129907.63,36083.96,Guang Da Currency Fund B,Currency Fund,16500
976,15685357,Wright,Female,36,112940.07,9855.81,Ping An Currency Fund A,Currency Fund,12000
586,15718057,Onyinyechukwuka,Female,51,100946.71,179614.8,Guang Da Currency Fund B,Currency Fund,16500
586,15718057,Onyinyechukwuka,Female,51,100946.71,179614.8,Jian She Accidental Insurance B,Accidental Insurance,39000
586,15718057,Onyinyechukwuka,Female,51,100946.71,179614.8,Guang Da Stock Fund C,Stock Fund,70000
586,15718057,Onyinyechukwuka,Female,51,100946.71,179614.8,Zhong Xin Debenture C,Debenture,89000
3759,15582910,Turnbull,Male,38,112230.38,16717.11,Ping An Currency Fund A,Currency Fund,12000
4414,15596575,Vale,Male,39,113193.51,52166.25,Guang Da Currency Fund B,Currency Fund,16500
4414,15596575,Vale,Male,39,113193.51,52166.25,Gong Shang Medical Insurance A,Medical Insurance,35000
7930,15598892,Bradshaw,Male,30,73070.18,161671.15,Zhao Shang Currency Fund C,Currency Fund,20000
7930,15598892,Bradshaw,Male,30,73070.18,161671.15,Gong Shang Medical Insurance A,Medical Insurance,35000
7930,15598892,Bradshaw,Male,30,73070.18,161671.15,Nong Ye Stock Fund B,Stock Fund,64000
7930,15598892,Bradshaw,Male,30,73070.18,161671.15,Zhong Xin Debenture C,Debenture,89000
9339,15691543,Lennox,Male,58,142537.18,88791.83,Zhao Shang Currency Fund C,Currency Fund,20000
9339,15691543,Lennox,Male,58,142537.18,88791.83,Nong Ye Accidental Insurance C,Accidental Insurance,42000
9339,15691543,Lennox,Male,58,142537.18,88791.83,Gong Shang Stock Fund A,Stock Fund,59000
9339,15691543,Lennox,Male,58,142537.18,88791.83,Zhong Xin Debenture C,Debenture,89000
7110,15688210,Sims,Female,39,101928.51,89205.54,Zhao Shang Currency Fund C,Currency Fund,20000
7110,15688210,Sims,Female,39,101928.51,89205.54,Zhong Xin Medical Insurance B,Medical Insurance,39000
7110,15688210,Sims,Female,39,101928.51,89205.54,Gong Shang Stock Fund A,Stock Fund,59000
7110,15688210,Sims,Female,39,101928.51,89205.54,Xing Ye Debenture A,Debenture,80000
9646,15641091,Onyemauchechukwu,Female,31,106089.2,99537.68,Zhao Shang Currency Fund C,Currency Fund,20000
9646,15641091,Onyemauchechukwu,Female,31,106089.2,99537.68,Zhong Xin Medical Insurance B,Medical Insurance,39000
9646,15641091,Onyemauchechukwu,Female,31,106089.2,99537.68,Nong Ye Stock Fund B,Stock Fund,64000
9646,15641091,Onyemauchechukwu,Female,31,106089.2,99537.68,Chong Qing Debenture B,Debenture,84000
9698,15609735,Campbell,Male,51,127545.56,79559.02,Ping An Currency Fund A,Currency Fund,12000
9698,15609735,Campbell,Male,51,127545.56,79559.02,Gong Shang Medical Insurance A,Medical Insurance,35000
9698,15609735,Campbell,Male,51,127545.56,79559.02,Nong Ye Stock Fund B,Stock Fund,64000
9698,15609735,Campbell,Male,51,127545.56,79559.02,Chong Qing Debenture B,Debenture,84000
5029,15761168,Manna,Female,38,171913.87,51820.87,Guang Da Currency Fund B,Currency Fund,16500
5029,15761168,Manna,Female,38,171913.87,51820.87,Gong Shang Medical Insurance A,Medical Insurance,35000
5029,15761168,Manna,Female,38,171913.87,51820.87,Nong Ye Stock Fund B,Stock Fund,64000
5029,15761168,Manna,Female,38,171913.87,51820.87,Xing Ye Debenture A,Debenture,80000
4285,15740175,Raynor,Female,42,118889.66,87422.15,Ping An Currency Fund A,Currency Fund,12000
4285,15740175,Raynor,Female,42,118889.66,87422.15,Hua Xia Accidental Insurance A,Accidental Insurance,36000
4285,15740175,Raynor,Female,42,118889.66,87422.15,Gong Shang Stock Fund A,Stock Fund,59000
4285,15740175,Raynor,Female,42,118889.66,87422.15,Zhong Xin Debenture C,Debenture,89000
9301,15591628,Davies,Male,41,164046.1,49405.93,Guang Da Currency Fund B,Currency Fund,16500
9301,15591628,Davies,Male,41,164046.1,49405.93,Gong Shang Medical Insurance A,Medical Insurance,35000
9301,15591628,Davies,Male,41,164046.1,49405.93,Nong Ye Stock Fund B,Stock Fund,64000
9301,15591628,Davies,Male,41,164046.1,49405.93,Xing Ye Debenture A,Debenture,80000
1663,15800229,Thorpe,Male,40,139022.24,193383.13,Ping An Currency Fund A,Currency Fund,12000
1663,15800229,Thorpe,Male,40,139022.24,193383.13,Ping An Medical Insurance C,Medical Insurance,44000
1663,15800229,Thorpe,Male,40,139022.24,193383.13,Nong Ye Stock Fund B,Stock Fund,64000
1663,15800229,Thorpe,Male,40,139022.24,193383.13,Zhong Xin Debenture C,Debenture,89000
5857,15750671,Egobudike,Male,31,0,168462.26,Guang Da Currency Fund B,Currency Fund,16500
5857,15750671,Egobudike,Male,31,0,168462.26,Jian She Accidental Insurance B,Accidental Insurance,39000
5857,15750671,Egobudike,Male,31,0,168462.26,Gong Shang Stock Fund A,Stock Fund,59000
5857,15750671,Egobudike,Male,31,0,168462.26,Xing Ye Debenture A,Debenture,80000
9124,15679029,Kung,Male,33,102874.28,117841.06,Zhao Shang Currency Fund C,Currency Fund,20000
9124,15679029,Kung,Male,33,102874.28,117841.06,Gong Shang Medical Insurance A,Medical Insurance,35000
9124,15679029,Kung,Male,33,102874.28,117841.06,Gong Shang Stock Fund A,Stock Fund,59000
9124,15679029,Kung,Male,33,102874.28,117841.06,Chong Qing Debenture B,Debenture,84000
4842,15668270,Thompson,Female,44,125584.17,41852.24,Ping An Currency Fund A,Currency Fund,12000
4842,15668270,Thompson,Female,44,125584.17,41852.24,Gong Shang Medical Insurance A,Medical Insurance,35000
334,15728669,Knowles,Female,30,112013.81,177772.03,Zhao Shang Currency Fund C,Currency Fund,20000
334,15728669,Knowles,Female,30,112013.81,177772.03,Hua Xia Accidental Insurance A,Accidental Insurance,36000
334,15728669,Knowles,Female,30,112013.81,177772.03,Nong Ye Stock Fund B,Stock Fund,64000
334,15728669,Knowles,Female,30,112013.81,177772.03,Zhong Xin Debenture C,Debenture,89000
4075,15609676,Nkemakonam,Female,35,167924.95,43024.64,Guang Da Currency Fund B,Currency Fund,16500
4075,15609676,Nkemakonam,Female,35,167924.95,43024.64,Gong Shang Medical Insurance A,Medical Insurance,35000
4075,15609676,Nkemakonam,Female,35,167924.95,43024.64,Nong Ye Stock Fund B,Stock Fund,64000
4075,15609676,Nkemakonam,Female,35,167924.95,43024.64,Xing Ye Debenture A,Debenture,80000
6527,15700946,Kolesnikova,Female,34,152992.91,134691.2,Guang Da Currency Fund B,Currency Fund,16500
6527,15700946,Kolesnikova,Female,34,152992.91,134691.2,Nong Ye Accidental Insurance C,Accidental Insurance,42000
6527,15700946,Kolesnikova,Female,34,152992.91,134691.2,Nong Ye Stock Fund B,Stock Fund,64000
6527,15700946,Kolesnikova,Female,34,152992.91,134691.2,Chong Qing Debenture B,Debenture,84000
8272,15815645,Akhtar,Male,37,152303.66,175082.2,Ping An Currency Fund A,Currency Fund,12000
8272,15815645,Akhtar,Male,37,152303.66,175082.2,Jian She Accidental Insurance B,Accidental Insurance,39000
8272,15815645,Akhtar,Male,37,152303.66,175082.2,Guang Da Stock Fund C,Stock Fund,70000
8272,15815645,Akhtar,Male,37,152303.66,175082.2,Zhong Xin Debenture C,Debenture,89000
50,15771873,Buccho,Female,37,103769.22,194099.12,Zhao Shang Currency Fund C,Currency Fund,20000
50,15771873,Buccho,Female,37,103769.22,194099.12,Gong Shang Medical Insurance A,Medical Insurance,35000
50,15771873,Buccho,Female,37,103769.22,194099.12,Nong Ye Stock Fund B,Stock Fund,64000
50,15771873,Buccho,Female,37,103769.22,194099.12,Zhong Xin Debenture C,Debenture,89000
7390,15676909,Mishin,Female,34,0,163830.64,Ping An Currency Fund A,Currency Fund,12000
7390,15676909,Mishin,Female,34,0,163830.64,Gong Shang Medical Insurance A,Medical Insurance,35000
1852,15633640,Loewenthal,Female,52,161209.66,89081.41,Guang Da Currency Fund B,Currency Fund,16500
1852,15633640,Loewenthal,Female,52,161209.66,89081.41,Hua Xia Accidental Insurance A,Accidental Insurance,36000
1852,15633640,Loewenthal,Female,52,161209.66,89081.41,Gong Shang Stock Fund A,Stock Fund,59000
1852,15633640,Loewenthal,Female,52,161209.66,89081.41,Chong Qing Debenture B,Debenture,84000
6313,15648136,Green,Female,28,152812.58,166682.57,Guang Da Currency Fund B,Currency Fund,16500
6313,15648136,Green,Female,28,152812.58,166682.57,Hua Xia Accidental Insurance A,Accidental Insurance,36000
6313,15648136,Green,Female,28,152812.58,166682.57,Gong Shang Stock Fund A,Stock Fund,59000
6313,15648136,Green,Female,28,152812.58,166682.57,Zhong Xin Debenture C,Debenture,89000
4057,15797204,Paling,Female,28,113811.85,76844.23,Ping An Currency Fund A,Currency Fund,12000
4057,15797204,Paling,Female,28,113811.85,76844.23,Hua Xia Accidental Insurance A,Accidental Insurance,36000
4057,15797204,Paling,Female,28,113811.85,76844.23,Gong Shang Stock Fund A,Stock Fund,59000
4057,15797204,Paling,Female,28,113811.85,76844.23,Xing Ye Debenture A,Debenture,80000
7106,15597536,Nkemjika,Male,45,133618.01,135244.87,Ping An Currency Fund A,Currency Fund,12000
7106,15597536,Nkemjika,Male,45,133618.01,135244.87,Hua Xia Accidental Insurance A,Accidental Insurance,36000
7106,15597536,Nkemjika,Male,45,133618.01,135244.87,Guang Da Stock Fund C,Stock Fund,70000
7106,15597536,Nkemjika,Male,45,133618.01,135244.87,Zhong Xin Debenture C,Debenture,89000
5125,15612140,Milano,Female,46,137933.39,67976.57,Ping An Currency Fund A,Currency Fund,12000
5125,15612140,Milano,Female,46,137933.39,67976.57,Hua Xia Accidental Insurance A,Accidental Insurance,36000
5125,15612140,Milano,Female,46,137933.39,67976.57,Gong Shang Stock Fund A,Stock Fund,59000
5125,15612140,Milano,Female,46,137933.39,67976.57,Chong Qing Debenture B,Debenture,84000
8913,15637354,Yobachukwu,Female,24,148167.83,109470.34,Zhao Shang Currency Fund C,Currency Fund,20000
8913,15637354,Yobachukwu,Female,24,148167.83,109470.34,Zhong Xin Medical Insurance B,Medical Insurance,39000
8913,15637354,Yobachukwu,Female,24,148167.83,109470.34,Gong Shang Stock Fund A,Stock Fund,59000
8913,15637354,Yobachukwu,Female,24,148167.83,109470.34,Xing Ye Debenture A,Debenture,80000
1618,15801062,Matthews,Female,40,0,105433.53,Ping An Currency Fund A,Currency Fund,12000
4573,15799964,Campbell,Female,30,139872.81,188795.85,Zhao Shang Currency Fund C,Currency Fund,20000
4573,15799964,Campbell,Female,30,139872.81,188795.85,Ping An Medical Insurance C,Medical Insurance,44000
4573,15799964,Campbell,Female,30,139872.81,188795.85,Gong Shang Stock Fund A,Stock Fund,59000
4573,15799964,Campbell,Female,30,139872.81,188795.85,Xing Ye Debenture A,Debenture,80000
5502,15796496,Trevisani,Female,31,137687.72,190067.12,Ping An Currency Fund A,Currency Fund,12000
5502,15796496,Trevisani,Female,31,137687.72,190067.12,Jian She Accidental Insurance B,Accidental Insurance,39000
5502,15796496,Trevisani,Female,31,137687.72,190067.12,Guang Da Stock Fund C,Stock Fund,70000
5502,15796496,Trevisani,Female,31,137687.72,190067.12,Zhong Xin Debenture C,Debenture,89000
9430,15577913,Oliver,Female,32,144581.96,87609.5,Ping An Currency Fund A,Currency Fund,12000
9430,15577913,Oliver,Female,32,144581.96,87609.5,Gong Shang Medical Insurance A,Medical Insurance,35000
9430,15577913,Oliver,Female,32,144581.96,87609.5,Guang Da Stock Fund C,Stock Fund,70000
9430,15577913,Oliver,Female,32,144581.96,87609.5,Chong Qing Debenture B,Debenture,84000
6409,15738497,Chukwujamuike,Male,44,107726.93,153064.87,Ping An Currency Fund A,Currency Fund,12000
6409,15738497,Chukwujamuike,Male,44,107726.93,153064.87,Gong Shang Medical Insurance A,Medical Insurance,35000
6409,15738497,Chukwujamuike,Male,44,107726.93,153064.87,Gong Shang Stock Fund A,Stock Fund,59000
6409,15738497,Chukwujamuike,Male,44,107726.93,153064.87,Xing Ye Debenture A,Debenture,80000
4063,15800083,Macdonald,Male,45,24043.45,169781.45,Zhao Shang Currency Fund C,Currency Fund,20000
4063,15800083,Macdonald,Male,45,24043.45,169781.45,Ping An Medical Insurance C,Medical Insurance,44000
4063,15800083,Macdonald,Male,45,24043.45,169781.45,Gong Shang Stock Fund A,Stock Fund,59000
4063,15800083,Macdonald,Male,45,24043.45,169781.45,Zhong Xin Debenture C,Debenture,89000
1005,15723685,Ekechukwu,Female,26,105514.69,50070.59,Guang Da Currency Fund B,Currency Fund,16500
1630,15595303,Johnston,Male,46,130812.91,77981.54,Ping An Currency Fund A,Currency Fund,12000
1630,15595303,Johnston,Male,46,130812.91,77981.54,Nong Ye Accidental Insurance C,Accidental Insurance,42000
1630,15595303,Johnston,Male,46,130812.91,77981.54,Nong Ye Stock Fund B,Stock Fund,64000
1630,15595303,Johnston,Male,46,130812.91,77981.54,Zhong Xin Debenture C,Debenture,89000
4141,15762048,Yuan,Female,33,154969.79,99505.75,Guang Da Currency Fund B,Currency Fund,16500
4141,15762048,Yuan,Female,33,154969.79,99505.75,Gong Shang Medical Insurance A,Medical Insurance,35000
4141,15762048,Yuan,Female,33,154969.79,99505.75,Guang Da Stock Fund C,Stock Fund,70000
4141,15762048,Yuan,Female,33,154969.79,99505.75,Xing Ye Debenture A,Debenture,80000
6505,15773242,Chukwuhaenye,Male,32,0,168779.47,Guang Da Currency Fund B,Currency Fund,16500
6505,15773242,Chukwuhaenye,Male,32,0,168779.47,Zhong Xin Medical Insurance B,Medical Insurance,39000
6505,15773242,Chukwuhaenye,Male,32,0,168779.47,Gong Shang Stock Fund A,Stock Fund,59000
6505,15773242,Chukwuhaenye,Male,32,0,168779.47,Xing Ye Debenture A,Debenture,80000
1295,15584363,Longstaff,Male,30,133634.02,162053.92,Ping An Currency Fund A,Currency Fund,12000
1295,15584363,Longstaff,Male,30,133634.02,162053.92,Zhong Xin Medical Insurance B,Medical Insurance,39000
1295,15584363,Longstaff,Male,30,133634.02,162053.92,Guang Da Stock Fund C,Stock Fund,70000
1295,15584363,Longstaff,Male,30,133634.02,162053.92,Zhong Xin Debenture C,Debenture,89000
4436,15648967,Ch'en,Female,64,169362.43,84760.32,Guang Da Currency Fund B,Currency Fund,16500
4436,15648967,Ch'en,Female,64,169362.43,84760.32,Nong Ye Accidental Insurance C,Accidental Insurance,42000
4436,15648967,Ch'en,Female,64,169362.43,84760.32,Nong Ye Stock Fund B,Stock Fund,64000
4436,15648967,Ch'en,Female,64,169362.43,84760.32,Zhong Xin Debenture C,Debenture,89000
1684,15709387,Obiajulu,Male,52,0,159808.95,Ping An Currency Fund A,Currency Fund,12000
1684,15709387,Obiajulu,Male,52,0,159808.95,Gong Shang Medical Insurance A,Medical Insurance,35000
9374,15807457,Abernathy,Female,36,0,102021.39,Ping An Currency Fund A,Currency Fund,12000
8139,15588580,Kennedy,Female,36,109646.83,70240.79,Guang Da Currency Fund B,Currency Fund,16500
8139,15588580,Kennedy,Female,36,109646.83,70240.79,Gong Shang Medical Insurance A,Medical Insurance,35000
1610,15750248,Wright,Female,35,132292.63,65682.93,Guang Da Currency Fund B,Currency Fund,16500
1610,15750248,Wright,Female,35,132292.63,65682.93,Jian She Accidental Insurance B,Accidental Insurance,39000
1610,15750248,Wright,Female,35,132292.63,65682.93,Gong Shang Stock Fund A,Stock Fund,59000
1610,15750248,Wright,Female,35,132292.63,65682.93,Chong Qing Debenture B,Debenture,84000
4043,15567328,Ch'en,Male,38,177997.07,19233.41,Ping An Currency Fund A,Currency Fund,12000
4043,15567328,Ch'en,Male,38,177997.07,19233.41,Hua Xia Accidental Insurance A,Accidental Insurance,36000
4043,15567328,Ch'en,Male,38,177997.07,19233.41,Gong Shang Stock Fund A,Stock Fund,59000
4043,15567328,Ch'en,Male,38,177997.07,19233.41,Xing Ye Debenture A,Debenture,80000
6772,15621818,Anayolisa,Male,29,117726.33,175398.34,Ping An Currency Fund A,Currency Fund,12000
6772,15621818,Anayolisa,Male,29,117726.33,175398.34,Gong Shang Medical Insurance A,Medical Insurance,35000
6772,15621818,Anayolisa,Male,29,117726.33,175398.34,Gong Shang Stock Fund A,Stock Fund,59000
6772,15621818,Anayolisa,Male,29,117726.33,175398.34,Xing Ye Debenture A,Debenture,80000
5169,15579559,Chienezie,Male,30,145241.63,80676.83,Zhao Shang Currency Fund C,Currency Fund,20000
5169,15579559,Chienezie,Male,30,145241.63,80676.83,Nong Ye Accidental Insurance C,Accidental Insurance,42000
5169,15579559,Chienezie,Male,30,145241.63,80676.83,Nong Ye Stock Fund B,Stock Fund,64000
5169,15579559,Chienezie,Male,30,145241.63,80676.83,Chong Qing Debenture B,Debenture,84000
7926,15800482,Bradshaw,Female,33,0,168261.4,Zhao Shang Currency Fund C,Currency Fund,20000
7926,15800482,Bradshaw,Female,33,0,168261.4,Hua Xia Accidental Insurance A,Accidental Insurance,36000
7926,15800482,Bradshaw,Female,33,0,168261.4,Gong Shang Stock Fund A,Stock Fund,59000
7926,15800482,Bradshaw,Female,33,0,168261.4,Xing Ye Debenture A,Debenture,80000
7520,15814116,Castiglione,Female,42,0,144039.05,Ping An Currency Fund A,Currency Fund,12000
7292,15611318,Kruglova,Male,33,51690.89,111622.76,Ping An Currency Fund A,Currency Fund,12000
7292,15611318,Kruglova,Male,33,51690.89,111622.76,Gong Shang Medical Insurance A,Medical Insurance,35000
5212,15662263,Castillo,Male,22,94762.16,42241.54,Ping An Currency Fund A,Currency Fund,12000
9609,15638247,Boan,Male,44,0,142287.65,Guang Da Currency Fund B,Currency Fund,16500
3914,15732266,Field,Male,53,127997.83,165378.66,Ping An Currency Fund A,Currency Fund,12000
3914,15732266,Field,Male,53,127997.83,165378.66,Ping An Medical Insurance C,Medical Insurance,44000
3914,15732266,Field,Male,53,127997.83,165378.66,Gong Shang Stock Fund A,Stock Fund,59000
3914,15732266,Field,Male,53,127997.83,165378.66,Zhong Xin Debenture C,Debenture,89000
4089,15788536,Armit,Male,40,137430.82,176768.59,Zhao Shang Currency Fund C,Currency Fund,20000
4089,15788536,Armit,Male,40,137430.82,176768.59,Zhong Xin Medical Insurance B,Medical Insurance,39000
4089,15788536,Armit,Male,40,137430.82,176768.59,Guang Da Stock Fund C,Stock Fund,70000
4089,15788536,Armit,Male,40,137430.82,176768.59,Zhong Xin Debenture C,Debenture,89000
5729,15680197,Thynne,Male,41,0,146257.77,Guang Da Currency Fund B,Currency Fund,16500
5729,15680197,Thynne,Male,41,0,146257.77,Gong Shang Medical Insurance A,Medical Insurance,35000
6919,15721116,Napolitano,Male,24,108058.07,187826.11,Zhao Shang Currency Fund C,Currency Fund,20000
6919,15721116,Napolitano,Male,24,108058.07,187826.11,Nong Ye Accidental Insurance C,Accidental Insurance,42000
6919,15721116,Napolitano,Male,24,108058.07,187826.11,Gong Shang Stock Fund A,Stock Fund,59000
6919,15721116,Napolitano,Male,24,108058.07,187826.11,Xing Ye Debenture A,Debenture,80000
126,15627360,Fuller,Male,42,152603.45,110265.24,Zhao Shang Currency Fund C,Currency Fund,20000
126,15627360,Fuller,Male,42,152603.45,110265.24,Jian She Accidental Insurance B,Accidental Insurance,39000
126,15627360,Fuller,Male,42,152603.45,110265.24,Guang Da Stock Fund C,Stock Fund,70000
126,15627360,Fuller,Male,42,152603.45,110265.24,Xing Ye Debenture A,Debenture,80000
8639,15587573,Castiglione,Male,27,115084.53,26907.43,Ping An Currency Fund A,Currency Fund,12000
4678,15791780,Ts'ao,Female,48,104478.12,158248.71,Ping An Currency Fund A,Currency Fund,12000
4678,15791780,Ts'ao,Female,48,104478.12,158248.71,Nong Ye Accidental Insurance C,Accidental Insurance,42000
4678,15791780,Ts'ao,Female,48,104478.12,158248.71,Nong Ye Stock Fund B,Stock Fund,64000
4678,15791780,Ts'ao,Female,48,104478.12,158248.71,Chong Qing Debenture B,Debenture,84000
9495,15688951,Stoneman,Male,43,119654.44,148412.24,Guang Da Currency Fund B,Currency Fund,16500
9495,15688951,Stoneman,Male,43,119654.44,148412.24,Jian She Accidental Insurance B,Accidental Insurance,39000
9495,15688951,Stoneman,Male,43,119654.44,148412.24,Gong Shang Stock Fund A,Stock Fund,59000
9495,15688951,Stoneman,Male,43,119654.44,148412.24,Chong Qing Debenture B,Debenture,84000
5666,15766064,Komarova,Male,33,111060.05,110371.84,Guang Da Currency Fund B,Currency Fund,16500
5666,15766064,Komarova,Male,33,111060.05,110371.84,Nong Ye Accidental Insurance C,Accidental Insurance,42000
5666,15766064,Komarova,Male,33,111060.05,110371.84,Nong Ye Stock Fund B,Stock Fund,64000
5666,15766064,Komarova,Male,33,111060.05,110371.84,Xing Ye Debenture A,Debenture,80000
6492,15656717,Elewechi,Female,30,0,179206.92,Zhao Shang Currency Fund C,Currency Fund,20000
6492,15656717,Elewechi,Female,30,0,179206.92,Zhong Xin Medical Insurance B,Medical Insurance,39000
6492,15656717,Elewechi,Female,30,0,179206.92,Gong Shang Stock Fund A,Stock Fund,59000
6492,15656717,Elewechi,Female,30,0,179206.92,Chong Qing Debenture B,Debenture,84000
1876,15763055,Onuchukwu,Male,31,98108.79,119996.95,Guang Da Currency Fund B,Currency Fund,16500
1876,15763055,Onuchukwu,Male,31,98108.79,119996.95,Jian She Accidental Insurance B,Accidental Insurance,39000
1876,15763055,Onuchukwu,Male,31,98108.79,119996.95,Guang Da Stock Fund C,Stock Fund,70000
1876,15763055,Onuchukwu,Male,31,98108.79,119996.95,Chong Qing Debenture B,Debenture,84000
1343,15640268,Avdeeva,Male,71,0,120107.1,Ping An Currency Fund A,Currency Fund,12000
