RowNumber,CustomerId,Surname,Gender,Age,Balance,EstimatedSalary
1194,15779947,Thomas,Female,28,146098.43,100615.14
1195,15573769,Fiorentini,Female,24,0,186105.99
1196,15578866,Hughes,Female,43,0,55119.53
1197,15739131,Whitworth,Male,28,65643.3,28760.99
1198,15813444,McIntosh,Female,34,0,171021.44
1199,15678058,Ayers,Male,38,104584.16,176678.72
1200,15769169,Trentino,Male,41,0,28667.56
1201,15804602,Boyd,Male,30,99785.28,197238.03
1202,15651052,McMasters,Male,46,127655.22,139994.68
1203,15724334,Alekseyeva,Male,22,0,151169.83
1204,15569451,Miller,Male,35,101257.16,118113.64
1205,15650098,Baranova,Female,40,0,34453.17
1206,15724307,Mitchell,Male,76,121313.88,64872.33
1207,15599268,Yobachi,Male,32,0,10956.82
1208,15594864,Huang,Male,30,81523.38,36885.85
1209,15616451,Genovese,Female,47,128252.66,168053.4
1210,15715667,Sorokina,Female,32,0,155227
1211,15658969,Gray,Male,51,0,38409.79
1212,15738174,Ervin,Female,32,0,75279.39
1213,15813590,Vance,Male,42,0,158302.59
1214,15624229,Noble,Female,22,0,11525.72
1215,15674148,Milanesi,Male,33,0,94993.04
1216,15625080,Parkin,Female,54,0,173912.29
1217,15682528,Cremonesi,Male,33,0,41139.05
1218,15696900,Burns,Male,29,145541.56,58019.95
1219,15730038,Docherty,Female,23,0,164128.41
1220,15812272,Ugonna,Male,44,124601.58,46998.13
1221,15654654,L?,Female,33,115182.84,177279.41
1222,15697625,Bevan,Male,37,163789.49,75832.53
1223,15616280,Hsia,Male,46,65733.41,61094.53
1224,15654229,O'Neill,Male,47,0,30117.44
1225,15628298,Johnstone,Female,47,128486.11,179227.12
1226,15733387,Pham,Female,53,109663.47,52110.45
1227,15775572,Bergamaschi,Female,42,88324.31,75248.75
1228,15613844,Murphy,Female,28,146445.24,184317.74
1229,15578515,Osinachi,Female,38,0,158553.1
1230,15607598,Muravyov,Female,31,0,95686.42
1231,15742480,Igwebuike,Male,36,109949.05,71682.54
1232,15749482,Zack,Male,30,78653.05,1790.48
1233,15607537,Crawford,Male,46,107850.82,139431
1234,15575410,Chidiegwu,Female,39,83765.35,118358.54
1235,15684865,Lucchesi,Female,66,143773.07,130827.88
1236,15600700,Pan,Male,63,116227.27,119404.63
1237,15774155,Trevisani,Male,33,103471.52,162703
1238,15634267,Yudin,Male,42,0,172665.21
1239,15619626,Wade,Male,24,137492.35,170142.09
1240,15660422,Chung,Male,28,0,73977.23
1241,15617934,Septimus,Male,36,129829.59,60906.12
1242,15760774,Hargraves,Female,21,146329.57,194867.27
1243,15813132,Chukwukadibia,Male,30,114027.7,193716.56
1244,15593331,Sidorov,Male,25,146580.69,14633.35
1245,15616709,Bunton,Female,38,132122.42,31730.32
1246,15658052,Cameron,Female,44,81553.93,20063.63
1247,15721189,Kung,Female,66,0,99792.82
1248,15711288,Hay,Male,24,0,37654.31
1249,15770030,Conti,Female,28,0,192449.02
1250,15803681,Sims,Female,26,0,181208.47
1251,15702789,Carter,Male,32,175214.71,155165.61
1252,15814930,McGregor,Female,40,125534.51,121504.18
1253,15658306,Lo,Male,68,97705.99,61569.07
1254,15699523,Chu,Female,55,126817.65,123269.71
1255,15610383,Dumetolisa,Female,46,46870.43,31272.14
1256,15615032,Peng,Male,46,0,62825.03
1257,15781989,Drake-Brockman,Male,42,120094.93,184056.45
1258,15647402,Wan,Female,38,0,48924.73
1259,15740494,Cameron,Female,33,0,191111.02
1260,15701265,Tretiakov,Female,36,104356.94,54184.06
1261,15743532,Ball,Male,27,147004.34,64381.33
1262,15794870,Sal,Male,38,73023.17,78770.86
1263,15747591,Chung,Female,40,173432.55,116766.79
1264,15726557,Lai,Female,42,165679.92,32916.29
1265,15732199,Gether,Male,31,104678.62,50972.6
1266,15662291,Davidson,Female,55,116973.26,122066.5
1267,15749050,Justice,Female,36,0,65996.9
1268,15781586,Osonduagwuike,Male,38,126732.85,79577.38
1269,15617078,Ewing,Female,44,148481.09,130529.13
1270,15723339,Chin,Female,38,137654.05,172629.67
1271,15671322,Chiang,Male,30,115315.04,15216.53
1272,15793854,Ahmed,Male,42,99095.73,17512.53
1273,15756539,Marshall,Female,39,165610.41,131852.01
1274,15612064,Tsou,Male,33,0,181945.52
1275,15625916,Chien,Male,32,161628.66,91482.5
1276,15683195,Ubanwa,Male,32,146605.27,77119.45
1277,15690182,Kapustin,Male,37,113488.68,95611.74
1278,15721719,Calabresi,Male,42,77002.2,80428.42
1279,15641690,Hsiao,Male,67,0,163714.92
1280,15634896,Grant,Female,39,0,27375.15
1281,15671590,H?,Male,25,0,73873.65
1282,15779182,Chia,Male,46,182364.53,139266.48
1283,15778287,Ugoji,Male,35,0,131772.51
1284,15609510,Gregory,Male,45,149364.58,173454.07
1285,15742229,Mackay,Male,59,127450.14,67552.71
1286,15658532,Nnamutaezinwa,Female,63,162278.32,34765.33
1287,15590993,Findlay,Male,37,152212.88,120219.14
1288,15565701,Ferri,Female,39,161993.89,90212.38
1289,15597239,Ku,Male,39,131468.44,164975.82
1290,15688880,Amechi,Male,40,102980.44,1285.81
1291,15813917,Kirk,Male,31,143321.97,83679.46
1292,15679611,Andrews,Female,37,130404.92,34548.74
1293,15636589,Murray,Female,41,0,74275.08
1294,15687752,Griffin,Male,30,87505.47,7278.57
1295,15584363,Longstaff,Male,30,133634.02,162053.92
1296,15737748,McWilliam,Female,33,151233.62,199336.63
1297,15803365,Coffee,Male,55,70263.83,62347.71
1298,15793247,Hancock,Male,34,0,91711.66
1299,15572360,Clark,Male,30,57657.49,79240.9
1300,15795166,Creswell,Male,42,153572.31,76679.6
1301,15724620,Dodds,Male,37,134752.08,162511.55
1302,15800856,Ewen,Male,34,83132.09,21360.88
1303,15671097,Carter,Female,31,0,54487.43
1304,15683930,Ch'iu,Female,32,134096.53,53931.05
1305,15749004,Tsao,Female,31,118100.59,103165.15
1306,15800434,Burgess,Male,52,76915.4,146359.81
1307,15709117,Fanucci,Female,46,81576.75,28370.95
1308,15638806,Blackburn,Male,49,0,10023.15
1309,15662294,Bennett,Male,33,118327.17,192928.82
1310,15690079,Boniwell,Male,30,124857.69,50485.7
1311,15759317,Vasilieva,Female,27,90971.85,131662.47
1312,15750497,Longo,Female,37,153147.75,152235.3
1313,15596181,Kwemto,Male,38,65942.26,68093.23
1314,15576602,Lawrence,Male,38,0,80061.31
1315,15644833,Duncan,Male,54,0,149583.67
1316,15734634,Bocharova,Female,27,100912.19,7631.27
1317,15808689,Morres,Female,31,0,33082.81
1318,15720702,Shih,Male,37,0,121883.87
1319,15665077,Vogel,Female,43,0,100722.72
1320,15763612,T'an,Male,41,124439.49,47093.11
1321,15596493,Wisdom,Female,47,0,177624.01
1322,15704483,Lorenzo,Male,40,0,106149.48
1323,15598846,Shahan,Female,44,58781.76,16874.92
1324,15629244,Bryant,Male,50,159453.64,54560.79
1325,15765537,Liang,Male,26,142721.52,153605.75
1326,15729975,Chidozie,Female,46,167795.6,44390.38
1327,15682773,Hayward,Female,38,128345.69,63218.85
1328,15688007,Liu,Male,20,165260.98,41626.78
1329,15574331,Alexeeva,Female,62,118233.81,24765.53
1330,15645572,Calabresi,Female,40,0,28280.8
1331,15742854,Lettiere,Female,46,0,89043.19
1332,15575417,Chou,Male,37,143452.74,17294.12
1333,15796721,Nnamutaezinwa,Male,38,145018.49,126702.41
1334,15734942,Nnamutaezinwa,Female,38,82407.51,13123.41
1335,15664772,Greece,Male,28,79460.98,167973.63
1336,15576683,Yin,Female,43,0,125870.79
1337,15682563,Larionova,Male,38,126473.99,91972.49
1338,15650889,Golubev,Female,30,133537.1,155593.74
1339,15612108,Norman,Male,52,164978.01,67788.49
1340,15761132,Capon,Male,46,128029.72,62615.35
1341,15645511,Chukwudi,Male,43,97403.18,107415.02
1342,15609824,Fedorov,Female,41,176845.41,166526.26
1343,15640268,Avdeeva,Male,71,0,120107.1
1344,15645778,Reid,Male,42,81589.04,188227.8
1345,15691104,Kennedy,Female,40,119507.58,91560.63
1346,15714567,Chan,Female,26,0,166495.2
1347,15777826,Wofford,Male,30,94443.77,165614.4
1348,15668445,Mai,Male,37,0,86372.24
1349,15576162,King,Male,32,92199.84,2755.53
1350,15778135,T'ao,Male,43,0,83594.51
1351,15613141,Hsu,Female,41,135756.96,103706.41
1352,15635435,White,Female,54,120633.42,5924.38
1353,15596552,Stephens,Male,48,134542.73,58203.67
1354,15623644,Frolov,Male,29,0,49361.84
1355,15683403,Lombardi,Male,52,0,73585.18
1356,15615029,Munro,Male,39,0,95135.27
1357,15769005,Hayward,Male,49,154344.49,38794.57
1358,15746326,Fields,Male,43,0,198926.36
1359,15722364,Onwumelu,Male,43,189026.53,56099.86
1360,15704954,Suffolk,Male,37,120764.08,117023.08
1361,15694409,Tsao,Female,22,97975.82,62083
1362,15754068,Judd,Male,32,0,141822.8
1363,15683841,Hamilton,Male,41,113270.2,185387.14
1364,15789095,T'ang,Male,30,0,57461.13
1365,15719958,Degtyarev,Male,39,124548.99,120380.12
1366,15689514,Kang,Male,43,201696.07,133020.9
1367,15621353,Hudson,Female,37,0,13589.93
1368,15627232,Jibunoh,Male,44,114203.47,77830.36
1369,15745843,Kinlaw,Female,31,0,136610.02
1370,15722902,Chizuoke,Male,50,125437.64,17160.94
1371,15791767,Lucciano,Female,26,0,176843.53
1372,15792722,Omeokachie,Female,43,64897.75,114996.33
1373,15723006,Gorbunova,Male,38,0,196990.79
1374,15771942,Tikhonov,Female,46,135555.66,133146.03
1375,15774738,Campa,Male,44,107764.75,185667.72
1376,15574004,Mancini,Female,27,117307.44,24020.49
1377,15587233,Donoghue,Male,41,73700.12,185750.02
1378,15808228,Tuan,Female,44,60603.4,178045.97
1379,15682834,Johnstone,Female,35,40169.88,199857.47
1380,15571752,Romani,Female,32,92041.87,43595.9
1381,15743067,Fuller,Male,26,130483.95,122810.53
1382,15714466,Baxter,Female,41,0,3440.47
1383,15617982,Pirozzi,Female,42,0,35989.41
1384,15696637,Sung,Female,23,151097.28,17163.75
1385,15690647,Rogers,Female,46,67563.31,44506.09
1386,15672756,Mills,Female,35,112808.18,17848.3
1387,15704586,Osonduagwuike,Female,42,0,76209.56
1388,15674526,Byrne,Male,66,86459.8,141476.56
1389,15775295,McIntyre,Female,40,118633.08,60032.46
1390,15684196,Aitken,Female,55,159441.27,100686.11
1391,15727281,Macintyre,Female,27,0,96429.29
1392,15787835,Simpson,Female,38,125212.65,15795.88
1393,15730540,Simpson,Male,45,88656.37,116547.31
1394,15646276,Metcalfe,Female,32,146033.62,191260.74
1395,15582180,Lees,Male,29,120268.13,173870.39
1396,15697095,Zetticci,Male,46,0,117273.35
1397,15748797,Dale,Female,33,0,92277.47
1398,15754796,Byrne,Female,46,135070.58,44244.49
1399,15628947,Praed,Female,38,0,78133.48
1400,15775546,Laurens,Female,29,0,103402.88
1401,15670481,Woods,Female,27,122550.05,137835.82
1402,15619029,Bykov,Female,43,0,20670.1
1403,15613282,Vorobyova,Male,29,130306.49,77469.38
1404,15721487,Pirogova,Female,27,0,57572.38
1405,15797276,Sturt,Female,41,90350.77,75884.65
1406,15612494,Panicucci,Female,44,128747.69,146955.71
1407,15629617,Cook,Male,23,126873.52,67040.12
1408,15600821,Hardy,Male,69,108424.19,178418.35
1409,15579062,Chu,Male,32,0,30807.02
1410,15814268,Franklin,Female,40,84350.07,143835.76
1411,15710164,P'eng,Female,73,0,130883.9
1412,15693904,Chiang,Female,30,84958.6,194343.72
1413,15588986,Grant,Female,29,99097.36,9796.69
1414,15797733,Udobata,Male,30,136622.55,47310.24
1415,15620507,Siciliani,Female,30,156771.68,141148.21
1416,15685150,Evans,Male,28,167658.33,111138.25
1417,15667651,Young,Female,33,0,114182.07
1418,15774166,Mitchell,Female,24,109483.54,127560.77
1419,15649280,Lucchese,Female,40,134504.78,18082.06
1420,15705657,Hewitt,Female,44,114427.86,136330.26
1421,15753969,K'ung,Male,45,83888.54,34121.81
1422,15742378,Swaim,Male,32,110029.77,56246.69
1423,15794874,Quinones,Male,41,127523.75,191417.42
1424,15589221,Kennedy,Male,30,139762.13,23317.88
1425,15596671,Endrizzi,Female,42,91611.12,144675.3
1426,15583668,Ludowici,Female,42,109471.79,175161.05
1427,15710206,Larson,Female,39,150500.64,14928.8
1428,15799966,Chigolum,Female,59,101609.77,161479.19
1429,15794560,Maclean,Male,57,0,133501.94
1430,15626485,Lu,Female,26,78892.23,23703.52
1431,15703143,Tuan,Female,29,82344.84,115985.38
1432,15809772,Glover,Male,48,0,43229.2
1433,15687959,Landman,Female,44,0,94862.93
1434,15585282,Trevisano,Male,62,127706.33,142377.69
1435,15714993,Longo,Female,41,124349.34,135635.25
1436,15596021,K?,Male,44,0,148487.9
1437,15646615,Muir,Male,28,119336.29,58976.85
1438,15742632,Alexeyeva,Female,31,0,76254.83
1439,15574068,Norman,Male,56,104217.3,55857.48
1440,15806967,Simmons,Female,65,0,77867.23
1441,15796334,Chukwualuka,Male,39,144757.02,22878.16
1442,15688713,McCall,Male,44,0,114469.55
1443,15796179,Moore,Male,43,0,96754.8
1444,15598751,Ingram,Female,43,0,125154.57
1445,15703019,Okeke,Female,38,0,113597.64
1446,15646302,Shao,Female,24,100169.51,121408.55
1447,15680855,Iloabuchi,Male,33,145731.83,109219.43
1448,15697311,Nebechukwu,Male,56,110802.03,50230.31
1449,15585367,Diribe,Female,46,120392.99,177719.88
1450,15726556,Macgroarty,Female,26,135067.52,131211.86
1451,15676242,Artemova,Male,31,136556.44,82152.83
1452,15684198,McDonald,Female,38,0,216.27
1453,15774882,Mazzanti,Female,35,99587.43,1713.1
1454,15714227,Kelly,Female,53,0,136910.18
1455,15608653,Davison,Female,34,70731.07,20243.97
1456,15784280,Reilly,Male,35,109342.82,86043.27
1457,15789546,Ojiofor,Male,28,0,126561.07
1458,15590320,Shelton,Male,66,0,64350.8
1459,15678385,Lange,Male,25,78247.31,10472.31
1460,15571778,Trentini,Female,55,117561.49,95941.55
1461,15657085,Gardiner,Male,23,88980.32,125222.36
1462,15640627,Wan,Male,34,0,170950.58
1463,15566211,Hsu,Female,41,103560.57,236.45
1464,15669293,Hovell,Male,37,113308.84,31517.16
1465,15595067,Zhirov,Female,40,0,181610.6
1466,15753566,Espinosa,Female,32,63763.49,156593.09
1467,15650391,Wallace,Female,29,169988.35,4272
1468,15681843,Barbour,Female,35,180303.24,163587.9
1469,15814846,Ozerova,Male,52,0,175843.68
1470,15670374,Wright,Female,49,120656.86,166164.3
1471,15762332,Ulyanova,Female,31,61592.14,61796.64
1472,15700223,Steiner,Male,48,164701.68,21439.49
1473,15729956,Akabueze,Female,26,80780.16,19225.85
1474,15594862,Aleksandrova,Male,36,0,132547.02
1475,15598782,Pinto,Female,30,154221.37,62688.55
1476,15745080,Griffiths,Male,26,0,21760.96
1477,15703399,McNeil,Female,26,101641.14,154460.68
1478,15732175,Bruno,Male,37,0,8065
1479,15630725,Johnson,Female,45,92786.66,173365.9
1480,15640260,Okorie,Male,32,131081.66,69428.79
1481,15716822,Moen,Male,30,98014.74,12757.14
1482,15583748,McGuigan,Male,38,0,180426.2
1483,15605968,Fancher,Male,26,97460.1,43093.67
1484,15790683,Matthews,Male,36,104077.19,68594
1485,15607713,Kaeppel,Female,29,0,197996.65
1486,15700212,Shih,Female,46,0,122953
1487,15626710,Yudina,Female,39,0,76821.24
1488,15716491,Akabueze,Female,51,93656.95,141400.51
1489,15625824,Kornilova,Male,30,121345.88,41921.75
1490,15617705,Ozioma,Female,39,141675.23,175664.25
1491,15761976,Su,Female,31,0,117916.63
1492,15634891,Jamison,Female,43,102365.49,194690.77
1493,15744517,Esposito,Male,50,0,166677.35
1494,15686963,Hardiman,Female,30,0,160131.58
1495,15808189,Woodard,Male,52,0,123622
1496,15580845,Chienezie,Male,57,101868.51,113483.96
1497,15799156,Okwuadigbo,Male,38,0,79618.79
1498,15694296,Chineze,Male,35,112392.45,24472.23
1499,15677049,O'Brien,Female,25,106570.34,177025.79
1500,15583595,Tao,Female,28,0,103349.74
1501,15590146,Mao,Male,50,81947.76,63606.22
1502,15801548,Buckland,Female,31,144162.3,14490.79
1503,15660833,Flannery,Male,39,86350.87,105080.53
1504,15762277,Jamieson,Male,47,158623.14,83499.89
1505,15791302,Swift,Male,32,0,143598.7
1506,15798975,Doherty,Male,48,132403.56,36091.91
1507,15599956,Payne,Male,27,0,13007.89
1508,15577274,Genovese,Female,43,134985.66,6101.41
1509,15701200,Lucciano,Male,36,0,48314
1510,15638149,Rowley,Male,37,103772.45,197111.99
1511,15786199,Hsing,Male,33,133040.32,110299.78
1512,15701765,Vincent,Female,37,0,30114.32
1513,15586974,Pearce,Male,39,0,98894.64
1514,15729040,Lamb,Male,42,0,49826.68
1515,15788676,Riley,Male,38,71460.67,10074.05
1516,15602497,Honore,Male,39,133214.13,20769.88
1517,15701333,Blackburn,Female,37,96558.66,163427.18
1518,15812071,Endrizzi,Male,54,93806.31,140068.77
1519,15634375,Duncan,Female,36,0,83206.19
1520,15738267,Macarthur,Female,64,124043.8,111402.97
1521,15786800,Gould,Male,52,131694.97,92873.5
1522,15591130,Medvedev,Female,29,0,94780.9
1523,15720662,Sholes,Female,35,106266.8,16607.15
1524,15751531,Shaw,Male,41,0,161954.43
1525,15653595,Ts'ai,Male,51,0,194733.28
1526,15568360,Rolon,Female,41,139840.36,163524.7
1527,15781210,Reid,Male,34,0,48260.19
1528,15668058,Chinwendu,Male,35,124098.54,86678.48
1529,15597131,Fu,Male,32,145807.59,3064.65
1530,15697283,Mackenzie,Male,23,0,112124.98
1531,15640953,Bligh,Female,26,107508.93,120801.65
1532,15715031,Davidson,Female,28,0,52193.23
1533,15589660,Lamble,Female,32,145980.23,56636.28
1534,15769818,Moore,Female,37,212778.2,69372.88
1535,15782736,Jose,Female,47,152522.47,164038.07
1536,15614818,Trevisani,Female,33,168964.77,118982.51
1537,15794014,Schofield,Female,34,0,27472.07
1538,15732448,Stewart,Female,28,0,36754.13
1539,15723411,Jamieson,Female,36,98266.3,46416.36
1540,15797686,Howard,Male,38,113000.92,152872.39
1541,15605950,Onwuamaeze,Male,23,137060.88,165227.23
1542,15812497,D'Albertis,Male,37,112146.12,75927.35
1543,15690678,Brooks,Female,33,129307.32,172930.28
1544,15747677,Gordon,Male,69,163975.09,36108.5
1545,15618926,Nwachukwu,Male,43,0,36202.74
1546,15673908,Chinweike,Female,42,158414.85,131886.46
1547,15727944,Simpkinson,Female,48,92072.68,133992.36
1548,15807294,Walker,Female,30,88243.29,96658.26
1549,15618581,Diribe,Male,25,0,135112.09
1550,15584364,Trentini,Male,48,59486.31,163944.18
1551,15599552,Conway,Female,54,0,53843.71
1552,15749177,Maslow,Female,52,0,122398.84
1553,15718779,Clark,Male,34,0,64804.04
1554,15568106,L?,Female,38,119278.01,19370.73
1555,15779481,Swadling,Male,34,158741.43,126192.54
1556,15709994,Gallo,Female,40,140596.95,135459.02
1557,15772777,Onyemachukwu,Female,29,0,94815.04
1558,15706815,Samoylova,Male,37,90432.92,188366.04
1559,15618018,Dickson,Female,35,104783.81,178512.52
1560,15671032,He,Male,42,77992.97,97906.38
1561,15634281,P'an,Female,43,110822.9,72861.94
1562,15766374,Leak,Male,42,119624.6,195978.86
1563,15600991,Artemieva,Male,31,109052.59,19448.93
1564,15777576,Frost,Female,40,139129.44,32635.54
1565,15742613,Warner,Female,42,152324.66,171733.22
1566,15649523,Kennedy,Male,38,0,46176.22
1567,15651063,Ifeatu,Female,37,127480.58,179634.69
1568,15683124,Evans,Male,53,115029.4,191521.32
1569,15618314,Chu,Male,40,114005.78,67998.45
1570,15670823,Hsueh,Female,42,116646.76,44731.8
1571,15607133,Shih,Female,49,110864.38,124532.9
1572,15615012,Fan,Male,23,156267.59,160968.44
1573,15725141,Whiddon,Female,44,109528.28,27341.63
1574,15623560,Onyekachukwu,Female,35,102482.76,53994.64
1575,15693018,Ermakova,Male,23,115563.71,91633.53
1576,15636756,Marino,Male,23,0,189613.12
1577,15647474,Niu,Female,40,95624.36,60706.33
1578,15576714,Manna,Female,21,0,154767.34
1579,15585047,Onyemere,Male,28,160376.61,196853.11
1580,15743976,Archer,Male,41,37702.79,195775.48
1581,15793881,Mitchell,Female,35,118273.83,3086.89
1582,15576517,Everingham,Female,34,131082.17,70618
1583,15631072,Huie,Male,38,94456,55034.02
1584,15730394,Crowther,Female,43,0,168035.62
1585,15631460,Swift,Female,42,0,128449.33
1586,15692002,Skelton,Male,33,93791.38,199249.29
1587,15595282,White,Female,33,0,149474.69
1588,15789548,Giordano,Female,37,0,126726.33
1589,15758035,Bateson,Male,61,155973.13,147554.26
1590,15617518,Hu,Male,36,89409.95,149399.7
1591,15651802,Day,Female,39,97854.37,93536.38
1592,15631813,Beneventi,Male,39,0,58883.91
1593,15729668,Elizabeth,Male,29,60280.62,154271.41
1594,15741728,Atkins,Male,36,135216.8,122022.89
1595,15576676,Serrano,Female,28,124923.35,50299.14
1596,15711378,Willis,Male,38,0,187800.63
1597,15765520,Stevenson,Male,27,188614.07,171344.09
1598,15656726,Ch'ien,Male,32,62321.62,40920.59
1599,15647842,Cunningham,Female,48,120782.7,63940.68
1600,15719309,Stephens,Female,42,115961.58,29483.87
1601,15748718,Gordon,Male,28,115062.61,179056.23
1602,15594404,Bevan,Female,49,160602.25,129273.94
1603,15751158,Mashman,Female,42,108825.34,55558.51
1604,15593470,Tu,Female,36,166287.85,23305.85
1605,15695129,Milanesi,Female,31,152663.77,17128.64
1606,15640865,Romano,Female,31,80844.69,74641.9
1607,15714080,Goliwe,Female,40,97001.36,154486.01
1608,15648721,Hsueh,Male,64,0,3185.67
1609,15801466,Gray,Female,39,122524.61,88463.63
1610,15750248,Wright,Female,35,132292.63,65682.93
1611,15758726,Chiemeka,Female,24,0,140586.08
1612,15781553,Chung,Female,49,91502.99,117232.9
1613,15649121,Pinto,Male,52,0,116137.01
1614,15674811,Kellway,Male,29,59385.98,105533.96
1615,15646037,Sopuluchi,Male,77,0,81514.06
1616,15722578,Spitzer,Female,21,97956.5,164966.27
1617,15665695,Potter,Female,49,0,23631.55
1618,15801062,Matthews,Female,40,0,105433.53
1619,15662955,Nicholls,Male,27,141223.68,90591.15
1620,15770309,McDonald,Male,18,151762.74,127014.32
1621,15657386,Fiorentini,Male,43,141749.74,90905.26
1622,15777797,Kovalyova,Male,38,75075.14,8651.92
1623,15783955,Miah,Female,25,165686.11,15467.98
1624,15804516,Builder,Male,38,0,79915.28
1625,15681758,Baddeley,Female,25,0,69361.95
1626,15630321,Hu,Male,44,0,86935.08
1627,15588248,Hs?,Female,28,0,7597.83
1628,15591932,Ford,Male,32,92961.61,116957.6
1629,15810347,Todd,Female,30,0,157884.83
1630,15595303,Johnston,Male,46,130812.91,77981.54
1631,15634950,Obiajulu,Male,57,107174.58,126369.55
1632,15685372,Azubuike,Male,54,152677.48,191973.49
1633,15745827,Padovesi,Male,30,132005.77,142940.39
1634,15755868,Farmer,Male,35,0,48869.67
1635,15735222,Ignatieff,Female,23,0,73131.73
1636,15604804,Lu,Female,33,127305.5,120037.36
1637,15718944,Artemiev,Female,37,0,193995.37
1638,15678626,Okonkwo,Female,31,0,179453.66
1639,15571550,Dore,Male,39,0,80963.92
1640,15723053,T'ang,Male,32,170291.22,15658.99
1641,15661528,Ashbolt,Male,47,102562.23,92708.1
1642,15754177,Bazarova,Male,53,111061.01,26542.17
1643,15683544,Buccho,Male,62,0,65010.74
1644,15708048,Burn,Female,34,124379.14,106892.91
1645,15701109,Andreyev,Female,37,0,185210.63
1646,15600110,Endrizzi,Female,41,57745.76,4035.46
1647,15651533,Brown,Female,50,129293.74,177805.44
1648,15777904,Nock,Female,45,0,68831.72
1649,15655574,Okeke,Female,40,150777.1,114732.62
1650,15569423,Cunningham,Male,41,0,22299.27
1651,15718106,Kelley,Male,34,0,197283.2
1652,15585067,Wilson,Male,31,108632.48,179485.96
1653,15675501,Woods,Male,59,153861.1,17699.48
1654,15633233,McFarland,Male,56,100374.58,118490.8
1655,15667134,Cisneros,Male,32,0,133292.94
1656,15659105,Borchgrevink,Female,47,61196.54,58170.24
1657,15575409,Rozhkova,Male,31,116891.72,107137.3
1658,15752342,Bradley,Female,54,133656.91,145071.33
1659,15654851,Obialo,Male,44,92911.52,85495.24
1660,15741429,Hudson,Female,31,119825.75,101139.3
1661,15682356,Veltri,Female,37,111852.84,10511.13
1662,15806447,Mazzanti,Male,32,106683.52,137916.49
1663,15800229,Thorpe,Male,40,139022.24,193383.13
1664,15663441,Golibe,Female,40,148571.07,189826.96
1665,15791991,Udinesi,Male,52,0,144113.42
1666,15775082,Stewart,Male,42,129776.72,143538.51
1667,15579706,Curtis,Female,46,0,77677.14
1668,15718247,Hayden,Female,46,0,183717.94
1669,15755722,H?,Male,24,0,92180.62
1670,15582259,Campbell,Female,37,0,28690.9
1671,15716994,Green,Male,24,114739.92,85891.02
1672,15586880,P'eng,Male,41,122545.65,42050.24
1673,15713854,Cremonesi,Female,37,0,110142.34
1674,15780835,Liang,Female,26,131908.35,179269.79
1675,15675896,Gough,Female,42,105722.69,90558.24
1676,15658459,Bates,Male,33,0,162022.47
1677,15658057,Padovesi,Female,44,0,66926.83
1678,15801767,Yin,Female,40,0,108891.3
1679,15569178,Kharlamov,Female,18,82767.42,71811.9
1680,15731478,Nicholls,Female,42,87842.98,92223.59
1681,15811236,Burns,Male,39,133261.13,78065.9
1682,15746749,Fleming,Female,32,0,59679.9
1683,15662758,Watson,Male,41,97925.11,85000.32
1684,15709387,Obiajulu,Male,52,0,159808.95
1685,15572093,Han,Female,24,140453.91,129001.3
1686,15713826,Ferguson,Female,20,117356.19,113557.7
1687,15570205,Tao,Male,36,0,147758.51
1688,15589348,Le Grand,Male,37,137204.77,28865.59
1689,15804610,Valdez,Female,41,0,160607.06
1690,15700854,Cunningham,Male,35,0,100015.79
1691,15758836,Godfrey,Male,36,54098.18,54478.52
1692,15772933,Mai,Male,31,0,141677.33
1693,15809006,Walker,Male,23,113758.48,84077.6
1694,15689612,Pirozzi,Female,34,0,106981.03
1695,15744614,Feng,Male,37,118636.92,73551.44
1696,15704250,Akabueze,Male,34,0,115842.1
1697,15700255,Robson,Male,44,95488.82,107013.59
1698,15669410,Yevdokimova,Male,30,110829.52,24938.84
1699,15807595,Ijendu,Male,51,144244.59,51113.14
1700,15664523,Colombo,Female,31,122021.92,33828.64
1701,15642833,Akubundu,Female,30,0,128875.86
1702,15605279,Francis,Male,50,0,194700.81
1703,15713644,Marshall,Male,22,0,158974.45
1704,15750466,Rhodes,Male,42,85839.62,198182.73
1705,15739054,Y?,Female,29,96974.97,141404.07
1706,15612771,Bell,Male,35,148172.44,4175.68
1707,15788483,Kerr,Male,38,0,126876.47
1708,15732832,Jideofor,Female,40,0,41052.82
1709,15772892,Robertson,Female,49,0,105760.01
1710,15713843,Kao,Male,30,0,27937.12
1711,15567993,Palmer,Male,28,134766.85,79355.87
1712,15617603,Mackay,Male,30,123210.56,102180.27
1713,15744983,Burgmann,Male,47,139887.01,95719.73
1714,15630419,Davis,Male,44,149961.11,57121.51
1715,15738828,Milano,Male,45,152880.97,162478.11
1716,15778025,Dellucci,Male,43,108589.47,194808.51
1717,15799479,Coles,Male,33,0,124045.65
1718,15684269,Gray,Female,35,56674.48,17987.4
1719,15762745,Macvitie,Male,32,0,133653.38
1720,15746970,Townsend,Female,57,0,25101.17
1721,15725024,Pope,Female,33,105663.56,33330.89
1722,15592116,Jensen,Female,39,0,2401.26
1723,15624391,Thomson,Female,30,100683.54,178361.04
1724,15567422,Chiazagomekpele,Male,42,0,162697.93
1725,15612627,Ozuluonye,Male,29,139541.58,80607.33
1726,15574879,Wright,Female,37,121801.72,23146.62
